postal_Code_start,postal_code_end,time
6226CW,6227EP,1602
6226CW,6223CM,1100
6226CW,6211RN,3831
6226CW,6228DM,1827
6226CW,6213JC,1266
6226CW,6226BP,1822
6226CW,6218RZ,2305
6226CW,6213HE,1789
6226CW,6227CL,1417
6226CW,6229BB,2514
6226CW,6213CK,3634
6226CW,6212GH,1717
6226CW,6216PW,3696
6226CW,6227SV,2122
6226CW,6212BB,1914
6226CW,6225BD,1927
6226CW,6216RP,3777
6226CW,6227XW,534
6226CW,6221BW,2761
6226CW,6215XJ,1705
6226CW,6211PB,3833
6226CW,6215ES,1758
6226CW,6223GM,1115
6226CW,6221VH,2547
6226CW,6227TB,1883
6226CW,6211RA,4131
6226CW,6228EA,1602
6226CW,6214XZ,3420
6226CW,6228HL,1635
6226CW,6222CD,828
6226CW,6214RH,3736
6226CW,6223BR,1688
6226CW,6221BL,3256
6226CW,6218AV,2051
6226CW,6213CB,4139
6226CW,6219BE,2377
6226CW,6211JW,3270
6226CW,6228EK,1587
6226CW,6217LN,2455
6226CW,6221CD,2908
6226CW,6213HH,1797
6226CW,6218GN,1520
6226CW,6221EE,2914
6226CW,6226WL,1654
6226CW,6227AK,3982
6226CW,6222TE,1600
6226CW,6224LR,2882
6226CW,6215XC,2656
6226CW,6212GC,3704
6226CW,6225AE,2163
6226CW,6229BN,1590
6226CW,6213HR,1304
6226CW,6225AR,1300
6226CW,6222CT,2305
6226CW,6224JG,1537
6226CW,6219NN,1553
6226CW,6221GH,2350
6226CW,6223GC,1625
6226CW,6216NW,3628
6226CW,6213JL,2014
6226CW,6227GT,3332
6226CW,6214TZ,4615
6226CW,6211BS,3993
6226CW,6226CV,931
6226CW,6227HM,3840
6226CW,6227GB,3610
6226CW,6224CG,5859
6226CW,6215XX,5061
6226CW,6216RN,6275
6226CW,6228EX,2233
6226CW,6214VK,4360
6226CW,6221EP,2218
6226CW,6216VR,1957
6226CW,6225BB,1967
6226CW,6222SG,2112
6226CW,6218VR,1960
6226CW,6225EM,2838
6226CW,6224BZ,3968
6226CW,6217HB,5498
6226CW,6226AE,1913
6226CW,6225JW,2904
6226CW,6229VV,3090
6226CW,6223CS,1803
6226CW,6217HE,2223
6226CW,6218RC,2581
6213AP,6217KS,3174
6213AP,6216TS,1589
6213AP,6223BD,1168
6213AP,6226GM,2066
6213AP,6224EG,5532
6213AP,6227SW,1996
6213AP,6225GN,2019
6213AP,6211TC,2185
6213AP,6216ER,4598
6213AP,6219AW,1571
6213AP,6217CA,1557
6213AP,6225GW,1400
6213AP,6215XT,2067
6213AP,6214SL,3102
6213AP,6212XC,228
6213AP,6227EN,1939
6213AP,6218XC,1786
6213AP,6211GD,1594
6213AP,6213GB,2469
6213AP,6227BN,1916
6213AP,6222BC,1326
6213AP,6214XL,2057
6213AP,6224AX,1496
6213AP,6213JN,871
6213AP,6216PT,2653
6213AP,6211KX,1524
6213AP,6211MA,604
6213AP,6224XW,1851
6213AP,6216SE,2605
6213AP,6213BG,1846
6213AP,6226AK,1313
6213AP,6222AT,1353
6213AP,6215TB,2770
6213AP,6213HK,959
6213AP,6224LE,2317
6213AP,6218HE,1314
6213AP,6215RL,1357
6213AP,6227HB,2523
6213AP,6214SC,3474
6213AP,6224HX,2040
6213AP,6221BZ,4433
6213AP,6228EL,1582
6213AP,6222SR,1490
6213AP,6218VC,2778
6213AP,6212XS,378
6213AP,6221BP,4376
6213AP,6217AT,2460
6213AP,6224GC,1407
6213AP,6225EH,945
6213AP,6224AP,2584
6213AP,6216PE,1691
6213AP,6217CR,3172
6213AP,6211SK,3435
6213AP,6216SN,1871
6213AP,6217BS,1934
6213AP,6222AE,1309
6213AP,6229HK,880
6213AP,6212AN,1135
6213AP,6228HH,1491
6213AP,6223AJ,796
6213AP,6213GW,817
6213AP,6217NB,1154
6213AP,6229TH,1489
6213AP,6227ED,2492
6213AP,6211GC,580
6213AP,6221TM,1307
6213AP,6216PN,2411
6213AP,6222ST,1679
6213AP,6217KH,1958
6213AP,6229WK,1877
6213AP,6227VD,1285
6213AP,6217LW,1142
6213AP,6222BA,1022
6213AP,6225HC,929
6213AP,6227DB,2384
6213AP,6215PX,1901
6213AP,6221BR,4213
6213AP,6222CN,863
6213AP,6221VZ,4225
6213AP,6217AH,2076
6213AP,6217LH,3826
6213AP,6213GA,1572
6213AP,6227HE,2397
6213AP,6227EC,1943
6213AP,6211JJ,1304
6213AP,6214XA,2386
6213AP,6228GW,281
6213AP,6226WT,2500
6213AP,6214AA,3386
6213AP,6228GA,306
6213AP,6211KH,1380
6213AP,6224VB,2025
6213AP,6211LR,2929
6213AP,6226AB,2628
6213AP,6218DA,3286
6213AP,6217LR,4448
6213AP,6226CJ,2568
6213AP,6215TJ,2116
6213AP,6216NS,2018
6213AP,6217AK,2226
6213AP,6225DK,1175
6213AP,6212BW,1189
6213AP,6222WD,1490
6213AP,6217HV,1904
6213AP,6226WP,1368
6213AP,6212BD,1521
6213AP,6228AK,2307
6213AP,6225HD,1590
6213AP,6215XM,1214
6213AP,6224DC,1884
6213AP,6216TR,1949
6213AP,6227RM,2140
6213AP,6222WK,1478
6213AP,6228DK,1737
6213AP,6212GS,2979
6213AP,6211MZ,2966
6213AP,6228CW,1176
6213AP,6229TG,2259
6213AP,6215VG,2448
6213AP,6213AA,2645
6213AP,6215RS,3040
6213AP,6227TG,2684
6213AP,6229VT,1990
6213AP,6215RA,1154
6213AP,6214VT,3463
6213AP,6211JH,1447
6213AP,6225EJ,583
6213AP,6224LG,2156
6213AP,6224BA,6892
6213AP,6211MV,3431
6213AP,6221CM,2481
6213AP,6222CB,1331
6213AP,6222BT,1386
6213AP,6211BG,3314
6213AP,6229GD,916
6213AP,6218SW,1860
6213AP,6216SM,2147
6213AP,6221VM,1760
6213AP,6211EA,1883
6213AP,6225EA,1629
6213AP,6227RS,2521
6213AP,6212GD,1468
6213AP,6216ST,1793
6213AP,6223AG,1058
6213AP,6212EH,545
6213AP,6218GD,1055
6213AP,6218VN,2102
6213AP,6211PA,2205
6213AP,6226CB,1708
6213AP,6222CH,824
6213AP,6211LM,2025
6213AP,6224VX,1734
6213AP,6211NA,2541
6213AP,6227BT,1295
6213AP,6221VB,2106
6213AP,6227TS,1662
6213AP,6228LE,1599
6213AP,6217XN,3325
6213AP,6226WB,1910
6213AP,6219AK,1279
6213AP,6224AN,2236
6213AP,6218HK,1781
6213AP,6218GJ,1032
6213AP,6211NM,2737
6213AP,6223AD,829
6213AP,6226BA,2868
6213AP,6226DL,2572
6213AP,6211JK,1412
6213AP,6215TH,1418
6213AP,6229AZ,1032
6213AP,6215JS,192
6213AP,6219BP,1219
6213AP,6215GH,1032
6213AP,6226GP,2042
6213AP,6226CW,1640
6213AP,6225CH,519
6213AP,6217PA,2406
6213AP,6229VZ,1774
6213AP,6218GC,1201
6213AP,6218CW,2101
6213AP,6215PS,1693
6213AP,6218AR,1882
6213AP,6219BB,1205
6213AP,6225XZ,1192
6213AP,6218XD,1713
6213AP,6216VC,1026
6213AP,6224LP,1307
6213AP,6223BH,1029
6213AP,6227HA,1856
6213AP,6222EC,437
6213AP,6224EE,4002
6213AP,6228BN,1385
6213AP,6229AX,1057
6213AP,6224XJ,1174
6213AP,6211NS,2161
6213AP,6218VA,2422
6213AP,6226DS,1613
6213AP,6223CK,1039
6213AP,6216PX,2509
6213AP,6223HE,771
6213AP,6229WL,2792
6213AP,6228GC,301
6213AP,6213EM,3214
6213AP,6228SM,3362
6213AP,6213EV,2322
6213AP,6214XP,2557
6213AP,6215PH,2237
6213AP,6214XM,3588
6213AP,6229WT,2783
6213AP,6217PH,3332
6213AP,6229GX,1838
6213AP,6212NJ,293
6213AP,6213HV,1225
6213AP,6223CA,1694
6213AP,6227XS,1052
6213AP,6229ZD,2248
6213AP,6221HG,3040
6213AP,6227RG,3391
6213AP,6211PG,2584
6213AP,6226DA,2217
6213AP,6222WE,1492
6213AP,6218CC,2495
6213AP,6227AV,2100
6213AP,6217VP,1928
6213AP,6221XT,445
6213AP,6222BZ,1078
6213AP,6229TW,1645
6213AP,6216RZ,2118
6213AP,6216RE,2062
6213AP,6213BV,2137
6213AP,6228CM,994
6213AP,6221TX,1160
6213AP,6211NG,2943
6213AP,6228AL,2097
6213AP,6213HT,1103
6213AP,6217VJ,1903
6213AP,6214TT,2839
6213AP,6226DM,3855
6213AP,6216RL,4187
6213AP,6211BC,3199
6213AP,6223GZ,1132
6213AP,6224GM,2417
6213AP,6215VS,1408
6213AP,6218HG,2816
6213AP,6215RX,2913
6213AP,6224XX,1883
6213AP,6225ES,574
6213AP,6227SK,3828
6213AP,6216CP,1120
6213AP,6227SB,4486
6213AP,6226AW,2437
6213AP,6222CE,1276
6213AP,6218RX,3359
6213AP,6222WJ,2179
6213AP,6227BJ,4073
6213AP,6224KG,1841
6213AP,6215EM,1687
6213AP,6227VA,1679
6213AP,6217XV,4202
6213AP,6224TL,2413
6213AP,6214VX,2801
6213AP,6211AT,4905
6213AP,6215RR,1683
6213AP,6226BL,4064
6213AP,6213JS,686
6213AP,6216BM,2781
6213AP,6217JW,5015
6213AP,6213GC,1492
6213AP,6225HL,836
6213AP,6221HE,2953
6213AP,6215VE,2803
6213AP,6226EN,2994
6213AP,6226GE,3519
6213AP,6215BN,1976
6213AP,6214TC,4230
6213AP,6229HW,1388
6213AP,6216TD,3080
6213AP,6228LB,2240
6213AP,6211LC,2650
6213AP,6216SV,3914
6213AP,6224XM,2434
6213AP,6212XW,1848
6213AP,6228HC,1395
6213AP,6213GK,1504
6213AP,6215SZ,2776
6213AP,6215EP,1676
6213AP,6229HH,2193
6213AP,6214XJ,2530
6213AP,6214VG,2294
6213AP,6217HG,2232
6213AP,6214AC,4007
6213AP,6215BP,1946
6213AP,6217EP,2791
6213AP,6218AN,2243
6213AP,6212BK,1991
6213AP,6225GB,1415
6213AP,6215JL,1133
6213AP,6211LH,2049
6213AP,6211BE,3459
6213AP,6211PM,2640
6213AP,6212EC,834
6213AP,6227VT,1675
6213AP,6218WH,1124
6213AP,6211BP,4018
6213AP,6211AP,2589
6213AP,6216PZ,2835
6213AP,6228EB,1179
6213AP,6217BR,2227
6213AP,6229HE,1144
6213AP,6224JV,1357
6213AP,6221HB,2002
6213AP,6226CP,2692
6213AP,6224JP,1286
6213AP,6218VG,2950
6213AP,6221AC,6918
6213AP,6216CJ,4731
6213AP,6218BS,3899
6213AP,6214AR,3715
6213AP,6217GW,3369
6213AP,6215KJ,1424
6213AP,6228JB,1119
6213AP,6221GE,2991
6213AP,6224EN,2682
6213AP,6218SE,2281
6213AP,6224CT,4333
6213AP,6225DH,2243
6213AP,6222SN,2231
6213AP,6216AC,1729
6213AP,6225JM,2238
6213AP,6221EK,3493
6213AP,6212GT,3071
6213AP,6216PH,3636
6213AP,6215XD,2240
6213AP,6226AT,3535
6213AP,6218WB,2537
6213AP,6223CL,1130
6213AP,6221SW,2968
6213AP,6222XS,1877
6213AP,6212XK,302
6213AP,6214TH,4014
6213AP,6225CA,1118
6213AP,6211EL,3468
6213AP,6225GA,957
6213AP,6212BA,1342
6213AP,6215RB,745
6213AP,6229HZ,949
6213AP,6214AM,3105
6213AP,6224TG,1823
6213AP,6215XL,1221
6213AP,6213BH,1153
6213AP,6227AR,2466
6213AP,6221CP,870
6213AP,6224VN,2021
6213AP,6221JM,1982
6213AP,6217VR,1925
6213AP,6218GT,962
6213AP,6222ED,481
6213AP,6211SC,3637
6213AP,6216XR,590
6213AP,6224BJ,4786
6213AP,6217CB,1922
6213AP,6225KM,1149
6213AP,6223AE,600
6213AP,6214VZ,1866
6213AP,6229BC,1527
6213AP,6228EV,946
6213AP,6213KB,833
6213AP,6216VJ,1879
6213AP,6229TE,2278
6213AP,6216PS,2081
6213AP,6212AS,751
6213AP,6226EJ,2808
6213AP,6216PL,2502
6213AP,6211KA,922
6213AP,6212CL,790
6213AP,6229BD,1663
6213AP,6213HG,843
6213AP,6214AP,2469
6213AP,6228GN,210
6213AP,6212BT,1119
6213AP,6217LP,1713
6213AP,6215KC,737
6213AP,6222CP,886
6213AP,6217JJ,2823
6213AP,6211ER,1589
6213AP,6226GL,2513
6213AP,6212BM,1303
6213AP,6213AD,1428
6213AP,6218ST,2276
6213AP,6226XZ,1356
6213AP,6227XN,880
6213AP,6224VV,1839
6213AP,6224JA,1996
6213AP,6217LJ,3774
6213AP,6211PC,2557
6213AP,6216AT,1135
6213AP,6221CX,3312
6213AP,6211JA,1151
6213AP,6214SR,3296
6213AP,6222VV,1499
6213AP,6226WX,1179
6213AP,6211EB,1955
6213AP,6215SM,1855
6213AP,6222XW,1689
6213AP,6218AT,1688
6213AP,6216VP,1134
6213AP,6227SZ,1562
6213AP,6228EG,1882
6213AP,6217BC,1919
6213AP,6212BS,1137
6213AP,6229AH,1486
6213AP,6215XN,1192
6213AP,6224HN,1988
6213AP,6227CP,1640
6213AP,6213GH,1620
6213AP,6213BT,2530
6213AP,6218WC,1706
6213AP,6213JT,817
6213AP,6212EL,733
6213AP,6211LA,1349
6213AP,6229EA,2952
6213AP,6228HX,578
6213AP,6218BP,2689
6213AP,6211RM,3249
6213AP,6217EJ,1891
6213AP,6227AL,2414
6213AP,6221SG,1863
6213AP,6227GN,1931
6213AP,6229GC,1481
6213AP,6216ES,4305
6213AP,6224HT,1685
6213AP,6217NV,2504
6213AP,6224KB,2468
6213AP,6217VK,1428
6213AP,6225KL,1356
6213AP,6215TZ,1187
6213AP,6218BW,1789
6213AP,6218EN,1770
6213AP,6218GV,781
6213AP,6221VX,4085
6213AP,6226XH,1860
6213AP,6222BL,1079
6213AP,6214BB,1770
6213AP,6227SJ,2531
6213AP,6219AX,1791
6213AP,6229BH,1903
6213AP,6217BW,2377
6213AP,6229HD,2110
6213AP,6222CZ,1174
6213AP,6215EV,622
6213AP,6212ER,1394
6213AP,6225BE,1357
6213AP,6218RT,1208
6213AP,6227EH,2477
6213AP,6229XM,1908
6213AP,6218HL,1187
6213AP,6213CG,1360
6213AP,6212NH,864
6213AP,6219AS,1435
6213AP,6221VW,1685
6213AP,6226VJ,2468
6213AP,6212HH,1245
6213AP,6222EB,497
6213AP,6225EL,994
6213AP,6224GA,1876
6213AP,6217LD,3995
6213AP,6211XB,2083
6213AP,6217NX,2606
6213AP,6217GV,2758
6213AP,6214RV,2270
6213AP,6225BW,1024
6213AP,6211XS,3115
6213AP,6211PK,3819
6213AP,6222PD,414
6213AP,6229AG,1388
6213AP,6222EL,1228
6213AP,6227TM,971
6213AP,6216VB,1667
6213AP,6221KZ,1556
6213AP,6228AE,1971
6213AP,6212EX,1435
6213AP,6217ET,2535
6213AP,6213EC,2225
6213AP,6226WG,1488
6213AP,6211RC,1935
6213AP,6216BH,763
6213AP,6224BB,4315
6213AP,6214PM,3466
6213AP,6214TR,2351
6213AP,6224EX,1910
6213AP,6228GJ,209
6213AP,6216PP,3401
6213AP,6211NH,2688
6213AP,6213CT,2149
6213AP,6225AL,1405
6213AP,6228JV,207
6213AP,6216TB,1406
6213AP,6221BN,4288
6213AP,6224VL,1750
6213AP,6229AW,1827
6213AP,6227TA,1997
6213AP,6221XK,3300
6213AP,6211SN,3652
6213AP,6227BS,2128
6213AP,6224TW,1401
6213AP,6212HD,813
6213AP,6215RH,1583
6213AP,6229XP,1591
6213AP,6214PA,4130
6213AP,6222NA,1929
6213AP,6212BP,1387
6213AP,6218SH,1585
6213AP,6221XD,4295
6213AP,6224EV,1758
6213AP,6225ET,412
6213AP,6222BP,1601
6213AP,6223HA,399
6213AP,6227XH,1564
6213AP,6215XR,1235
6213AP,6226BR,2533
6213AP,6226BG,2351
6213AP,6221VT,1620
6213AP,6213JV,471
6213AP,6218RB,1546
6213AP,6221EW,807
6213AP,6211EV,1558
6213AP,6223AX,1538
6213AP,6222TZ,1606
6213AP,6216TC,2359
6213AP,6212XD,198
6213AP,6226HS,1573
6213AP,6225KH,794
6213AP,6225AG,764
6213AP,6229VP,1960
6213AP,6221AH,3332
6213AP,6225BC,972
6213AP,6224LX,1755
6213AP,6211RV,3895
6213AP,6215TA,1620
6213AP,6218GA,1549
6213AP,6211ET,1565
6213AP,6222CG,812
6213AP,6228BJ,611
6213AP,6222TX,1363
6213AP,6222AL,1426
6213AP,6222NE,2281
6213AP,6216AZ,817
6213AP,6218XA,2180
6213AP,6211SZ,2280
6213AP,6211PS,2200
6213AP,6224GX,2590
6213AP,6225JT,1331
6213AP,6217BH,2055
6213AP,6212BL,1345
6213AP,6216AP,1131
6213AP,6211MB,690
6213AP,6225BR,1432
6213AP,6213HP,1023
6213AP,6224VT,1795
6213AP,6211RL,2824
6213AP,6222EM,749
6213AP,6222SK,905
6213AP,6228XV,375
6213AP,6229VW,1831
6213AP,6213GP,1548
6213AP,6221CK,4726
6213AP,6217JM,3936
6213AP,6224VK,1864
6213AP,6222XR,1185
6213AP,6211PW,2729
6213AP,6221HH,2584
6213AP,6211WE,3394
6213AP,6211LD,1740
6213AP,6213EP,2597
6213AP,6211RR,2869
6213AP,6226ET,2313
6213AP,6216TJ,1710
6213AP,6222SV,1629
6213AP,6212CM,970
6213AP,6219AP,1740
6213AP,6217ND,1452
6213AP,6223GP,942
6213AP,6211PJ,2287
6213AP,6218BC,3323
6213AP,6211KZ,1977
6213AP,6226VN,1378
6213AP,6224AH,4683
6213AP,6213BA,1311
6213AP,6216PV,4567
6213AP,6216EG,5000
6213AP,6226BB,3553
6213AP,6215JA,1222
6213AP,6223CR,1186
6213AP,6228SG,2119
6213AP,6227RX,5275
6213AP,6224EB,6897
6213AP,6211RJ,2517
6213AP,6225CE,1567
6213AP,6228BK,608
6213AP,6223EC,1812
6213AP,6228JM,953
6213AP,6224BT,7204
6213AP,6217KL,3398
6213AP,6216XJ,598
6213AP,6226EG,4097
6213AP,6224CC,7557
6213AP,6213AJ,1812
6213AP,6214VJ,3279
6213AP,6227CK,2687
6213AP,6212GJ,2188
6213AP,6223EV,1836
6213AP,6219PE,2426
6213AP,6224XZ,1515
6213AP,6228HG,2389
6213AP,6226VZ,2402
6213AP,6215EK,1514
6213AP,6215TW,2400
6213AP,6227GA,2549
6213AP,6225KE,1172
6213AP,6216BN,2295
6213AP,6214XH,2916
6213AP,6224TB,2290
6213AP,6224GD,2616
6213AP,6215BK,2046
6213AP,6218CK,3486
6213AP,6219AB,2163
6213AP,6222VK,2679
6213AP,6226WZ,3000
6213AP,6211SX,5376
6213AP,6212EV,2085
6213AP,6214SK,3053
6213AP,6216BL,1855
6213AP,6229GL,5804
6213AP,6228CS,1151
6213AP,6214PT,5651
6213AP,6218TJ,3460
6213AP,6226AG,2850
6213AP,6221JL,2928
6213AP,6224KN,3099
6213AP,6213CH,2686
6213AP,6222VB,2292
6213AP,6212BV,2002
6213AP,6215SP,2843
6213AP,6224CR,2541
6213AP,6211HP,857
6213AP,6218GK,1456
6213AP,6227GC,3148
6213AP,6218EB,2590
6213AP,6226AP,2005
6213AP,6216BT,5197
6213AP,6221AT,5772
6213AP,6228GK,883
6213AP,6215GA,2339
6213AP,6217NW,3709
6213AP,6221TD,3167
6213AP,6212NL,895
6213AP,6217HH,2296
6213AP,6224ER,2007
6213AP,6222TL,1714
6213AP,6226DK,4293
6213AP,6213AL,1663
6213AP,6211AX,5065
6213AP,6221GD,7017
6213AP,6227AN,3005
6213AP,6226WR,3564
6213AP,6223BE,1784
6213AP,6229AE,1448
6213AP,6217GD,2837
6213AP,6229VS,2536
6213AP,6216AL,1677
6213AP,6224KZ,2520
6213AP,6218VB,2791
6213AP,6227BP,3338
6213AP,6218GG,1417
6213AP,6221VS,2494
6213AP,6224HB,2237
6213AP,6218GR,2773
6213AP,6215XW,2846
6213AP,6217CC,2542
6213AP,6226HJ,3332
6213AP,6225GX,2515
6213AP,6221AL,6088
6213AP,6227RR,4487
6213AP,6211XN,4627
6213AP,6211GK,1980
6213AP,6216CS,3128
6213AP,6215SL,1788
6213AP,6212HA,1233
6213AP,6211KC,2405
6213AP,6211XX,4640
6213AP,6218TE,3585
6213AP,6224KX,2662
6213AP,6211HA,1740
6213AP,6215EL,1740
6213AP,6215RE,2320
6213AP,6216TE,2312
6213AP,6222AA,590
6213AP,6224JN,1745
6213AP,6218XZ,2608
6213AP,6217VT,2342
6213AP,6221AW,6546
6213AP,6229BK,2051
6213AP,6228ED,3497
6213AP,6214PK,5001
6213AP,6218SV,3030
6213AP,6212AB,2392
6213AP,6211NV,3639
6213AP,6216VG,1796
6213AP,6228EJ,2982
6213AP,6215ST,2416
6213AP,6224HD,2298
6213AP,6216NT,2321
6213AP,6211XC,4038
6213AP,6222EA,591
6213AP,6227XD,1165
6213AP,6215RM,3064
6213AP,6228AT,3509
6213AP,6228AG,2881
6213AP,6217PK,3509
6213AP,6226EW,4040
6213AP,6225DG,1772
6213AP,6227BE,3545
6213AP,6216VA,2402
6213AP,6213JK,1283
6213AP,6216AR,1820
6213AP,6212GK,1820
6213AP,6216BW,3350
6213AP,6226BD,4397
6213AP,6213KA,1004
6213AP,6224KJ,3012
6213AP,6226EZ,3584
6213AP,6211RK,4600
6213AP,6215TM,2395
6213AP,6226HW,4106
6213AP,6229WG,2702
6213AP,6221TN,2439
6213AP,6229AR,2715
6213AP,6224JZ,2945
6213AP,6216PK,3507
6213AP,6213JX,1297
6213AP,6213CJ,3819
6213AP,6221EL,1195
6213AP,6218XB,3248
6213AP,6217LA,5869
6213AP,6229HC,1793
6213AP,6218VT,3526
6213AP,6225EV,621
6213AP,6221SR,3267
6213AP,6215BJ,2420
6213AP,6216SX,3412
6213AP,6221TB,2483
6213AP,6229GM,2224
6213AP,6227VM,1075
6213AP,6226WV,1581
6213AP,6212EZ,1252
6213AP,6211AM,2095
6213AP,6225BV,931
6213AP,6227AZ,1957
6213AP,6225JN,1061
6213AP,6221CN,2986
6213AP,6218AG,1805
6213AP,6222VJ,1434
6213AP,6224VS,1634
6213AP,6213HW,765
6213AP,6225HH,1066
6213AP,6211TD,1754
6213AP,6211NL,1640
6213AP,6213NB,359
6213AP,6221XW,362
6213AP,6221AM,3901
6213AP,6213CV,1964
6213AP,6222WH,1219
6213AP,6225HJ,1228
6213AP,6211BZ,2415
6213AP,6216SR,1849
6213AP,6229EG,1765
6213AP,6221GB,756
6213AP,6213AB,1319
6213AP,6217PJ,2131
6213AP,6223GL,754
6213AP,6223BA,1073
6213AP,6218VH,2461
6213AP,6215SX,1749
6213AP,6216RH,2065
6213AP,6215RN,1057
6213AP,6214TK,2118
6213AP,6218CV,1607
6213AP,6224VW,1421
6213AP,6211ST,3276
6213AP,6227TL,1660
6213AP,6215PV,1866
6213AP,6227AX,1713
6213AP,6212EA,353
6213AP,6226GG,2087
6213AP,6227CV,1579
6213AP,6222BH,895
6213AP,6224LC,1743
6213AP,6225HK,732
6213AP,6215EE,695
6213AP,6228JD,694
6213AP,6215BC,1396
6213AP,6217AN,2097
6213AP,6225BK,1229
6213AP,6216AM,1030
6213AP,6216VN,1047
6213AP,6226GT,2031
6213AP,6217CX,2041
6213AP,6211RZ,2941
6213AP,6229HV,1612
6213AP,6222CS,713
6213AP,6215RP,1427
6213AP,6218VK,2057
6213AP,6223CT,690
6213AP,6219BD,1535
6213AP,6226CA,1752
6213AP,6216TM,2093
6213AP,6219BN,1558
6213AP,6226GJ,2131
6213AP,6214SP,3647
6213AP,6217GT,1204
6213AP,6215SC,1444
6213AP,6217XS,2103
6213AP,6225DA,553
6213AP,6211NP,2409
6213AP,6227EP,1404
6213AP,6223CM,692
6213AP,6211RN,2413
6213AP,6228DM,1536
6213AP,6213JC,762
6213AP,6226BP,2598
6213AP,6218RZ,1364
6213AP,6213HE,1102
6213AP,6227CL,1539
6213AP,6229BB,1729
6213AP,6213CK,1499
6213AP,6212GH,1098
6213AP,6216PW,2467
6213AP,6227SV,2078
6213AP,6212BB,1242
6213AP,6225BD,1241
6213AP,6216RP,2414
6213AP,6221BW,3801
6213AP,6215XJ,1090
6213AP,6211PB,2495
6213AP,6215ES,1099
6213AP,6223GM,702
6213AP,6221VH,1560
6213AP,6227TB,1802
6213AP,6211RA,2635
6213AP,6228EA,1379
6213AP,6214XZ,2102
6213AP,6228HL,1402
6213AP,6222CD,509
6213AP,6214RH,1407
6213AP,6223BR,1043
6213AP,6221BL,4123
6213AP,6218AV,2374
6213AP,6213CB,1541
6213AP,6219BE,1590
6213AP,6211JW,2094
6213AP,6228EK,1385
6213AP,6217LN,3306
6213AP,6221CD,3615
6213AP,6213HH,1116
6213AP,6218GN,891
6213AP,6221EE,3955
6213AP,6226WL,1038
6213AP,6227AK,2935
6213AP,6222TE,1081
6213AP,6224LR,1748
6213AP,6215XC,1397
6213AP,6212GC,2103
6213AP,6225AE,1252
6213AP,6229BN,884
6213AP,6213HR,782
6213AP,6225AR,730
6213AP,6222CT,1269
6213AP,6224JG,1792
6213AP,6219NN,879
6213AP,6221GH,1392
6213AP,6223GC,1299
6213AP,6216NW,1956
6213AP,6213JL,825
6213AP,6227GT,2127
6213AP,6214TZ,2474
6213AP,6211BS,2627
6213AP,6226CV,3985
6213AP,6227HM,4297
6213AP,6227GB,3419
6213AP,6224CG,7019
6213AP,6215XX,2125
6213AP,6216RN,2487
6213AP,6228EX,1633
6213AP,6214VK,1973
6213AP,6221EP,2668
6213AP,6216VR,1067
6213AP,6225BB,1060
6213AP,6222SG,1271
6213AP,6218VR,2112
6213AP,6225EM,1630
6213AP,6224BZ,4581
6213AP,6212EB,553
6213AP,6217HB,3147
6213AP,6226AE,1063
6213AP,6225JW,1586
6213AP,6229VV,1936
6213AP,6223CS,1103
6213AP,6217HE,1265
6213AP,6218RC,1423
6228EB,6217KS,1848
6228EB,6216TS,945
6228EB,6223BD,710
6228EB,6226GM,990
6228EB,6224EG,2733
6228EB,6227SW,1004
6228EB,6225GN,945
6228EB,6211TC,1047
6228EB,6216ER,2598
6228EB,6219AW,829
6228EB,6217CA,919
6228EB,6225GW,861
6228EB,6215XT,1219
6228EB,6214SL,1832
6228EB,6227EN,945
6228EB,6218XC,1075
6228EB,6211GD,925
6228EB,6213GB,1527
6228EB,6227BN,1118
6228EB,6222BC,686
6228EB,6214XL,1142
6228EB,6224AX,800
6228EB,6213JN,465
6228EB,6216PT,1574
6228EB,6211KX,827
6228EB,6211MA,359
6228EB,6224XW,797
6228EB,6216SE,1393
6228EB,6213BG,1602
6228EB,6226AK,705
6228EB,6222AT,691
6228EB,6215TB,1162
6228EB,6213HK,476
6228EB,6224LE,1151
6228EB,6218HE,575
6228EB,6215RL,699
6228EB,6227HB,896
6228EB,6214SC,1473
6228EB,6224HX,1152
6228EB,6221BZ,2464
6228EB,6228EL,751
6228EB,6222SR,815
6228EB,6218VC,1699
6228EB,6221BP,2627
6228EB,6217AT,1545
6228EB,6224GC,803
6228EB,6225EH,600
6228EB,6224AP,2540
6228EB,6216PE,1018
6228EB,6217CR,1928
6228EB,6211SK,2059
6228EB,6216SN,1146
6228EB,6217BS,1213
6228EB,6222AE,706
6228EB,6229HK,1170
6228EB,6212AN,693
6228EB,6228HH,956
6228EB,6223AJ,459
6228EB,6213GW,459
6228EB,6217NB,690
6228EB,6229TH,1247
6228EB,6227ED,1037
6228EB,6211GC,339
6228EB,6221TM,794
6228EB,6216PN,1489
6228EB,6222ST,949
6228EB,6217KH,1171
6228EB,6229WK,1046
6228EB,6227VD,883
6228EB,6217LW,676
6228EB,6222BA,883
6228EB,6225HC,583
6228EB,6227DB,1460
6228EB,6215PX,1146
6228EB,6221BR,2519
6228EB,6222CN,451
6228EB,6221VZ,2518
6228EB,6217AH,1274
6228EB,6217LH,2296
6228EB,6213GA,1513
6228EB,6227HE,1422
6228EB,6227EC,1079
6228EB,6211JJ,743
6228EB,6214XA,1315
6228EB,6228GW,147
6228EB,6226WT,1504
6228EB,6214AA,1815
